R2	50	51.010	52.020	53.030	54.040	55.051	56.061	57.071	58.081	59.091	60.101	61.111	62.121	63.131	64.141	65.152	66.162	67.172	68.182	69.192	70.202	71.212	72.222	73.232	74.242	75.253	76.263	77.273	78.283	79.293	80.303	81.313	82.323	83.333	84.343	85.354	86.364	87.374	88.384	89.394	90.404	91.414	92.424	93.434	94.444	95.455	96.465	97.475	98.485	99.495	100.505	101.515	102.525	103.535	104.545	105.556	106.566	107.576	108.586	109.596	110.606	111.616	112.626	113.636	114.646	115.657	116.667	117.677	118.687	119.697	120.707	121.717	122.727	123.737	124.747	125.758	126.768	127.778	128.788	129.798	130.808	131.818	132.828	133.838	134.848	135.859	136.869	137.879	138.889	139.899	140.909	141.919	142.929	143.939	144.949	145.960	146.970	147.980	148.990	150.000
R3	140	140.808	141.616	142.424	143.232	144.040	144.848	145.657	146.465	147.273	148.081	148.889	149.697	150.505	151.313	152.121	152.929	153.737	154.545	155.354	156.162	156.970	157.778	158.586	159.394	160.202	161.010	161.818	162.626	163.434	164.242	165.051	165.859	166.667	167.475	168.283	169.091	169.899	170.707	171.515	172.323	173.131	173.939	174.747	175.556	176.364	177.172	177.980	178.788	179.596	180.404	181.212	182.020	182.828	183.636	184.444	185.253	186.061	186.869	187.677	188.485	189.293	190.101	190.909	191.717	192.525	193.333	194.141	194.949	195.758	196.566	197.374	198.182	198.990	199.798	200.606	201.414	202.222	203.030	203.838	204.646	205.455	206.263	207.071	207.879	208.687	209.495	210.303	211.111	211.919	212.727	213.535	214.343	215.152	215.960	216.768	217.576	218.384	219.192	220.000
R4	10	13.333	16.667	20.000	23.333	26.667	30.000	33.333	36.667	40.000	43.333	46.667	50.000	53.333	56.667	60.000	63.333	66.667	70.000	73.333	76.667	80.000	83.333	86.667	90.000	93.333	96.667	100.000	103.333	106.667	110.000	113.333	116.667	120.000	123.333	126.667	130.000	133.333	136.667	140.000	143.333	146.667	150.000	153.333	156.667	160.000	163.333	166.667	170.000	173.333	176.667	180.000	183.333	186.667	190.000	193.333	196.667	200.000	203.333	206.667	210.000	213.333	216.667	220.000	223.333	226.667	230.000	233.333	236.667	240.000	243.333	246.667	250.000	253.333	256.667	260.000	263.333	266.667	270.000	273.333	276.667	280.000	283.333	286.667	290.000	293.333	296.667	300.000	303.333	306.667	310.000	313.333	316.667	320.000	323.333	326.667	330.000	333.333	336.667	340.000
R5	580	580.404	580.808	581.212	581.616	582.020	582.424	582.828	583.232	583.636	584.040	584.444	584.848	585.253	585.657	586.061	586.465	586.869	587.273	587.677	588.081	588.485	588.889	589.293	589.697	590.101	590.505	590.909	591.313	591.717	592.121	592.525	592.929	593.333	593.737	594.141	594.545	594.949	595.354	595.758	596.162	596.566	596.970	597.374	597.778	598.182	598.586	598.990	599.394	599.798	600.202	600.606	601.010	601.414	601.818	602.222	602.626	603.030	603.434	603.838	604.242	604.646	605.051	605.455	605.859	606.263	606.667	607.071	607.475	607.879	608.283	608.687	609.091	609.495	609.899	610.303	610.707	611.111	611.515	611.919	612.323	612.727	613.131	613.535	613.939	614.343	614.747	615.152	615.556	615.960	616.364	616.768	617.172	617.576	617.980	618.384	618.788	619.192	619.596	620.000 ;
																																																																																																				
param PROB	:																																																																																																			
	U1	U2	U3	U4	U5	U6	U7	U8	U9	U10	U11	U12	U13	U14	U15	U16	U17	U18	U19	U20	U21	U22	U23	U24	U25	U26	U27	U28	U29	U30	U31	U32	U33	U34	U35	U36	U37	U38	U39	U40	U41	U42	U43	U44	U45	U46	U47	U48	U49	U50	U51	U52	U53	U54	U55	U56	U57	U58	U59	U60	U61	U62	U63	U64	U65	U66	U67	U68	U69	U70	U71	U72	U73	U74	U75	U76	U77	U78	U79	U80	U81	U82	U83	U84	U85	U86	U87	U88	U89	U90	U91	U92	U93	U94	U95	U96	U97	U98	U99	U100 :=
R1	0.01	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
R2	0.01	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
R3	0.01	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
R4	0.01	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
R5	0.01	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010 ;
